Name,Phase,Prerequisite,Unique,Set,Slot,Type,Speed,Low,High,Armor,Health,Mana,Strength,Agility,Stamina,Intellect,Spirit,Attack Power,Spell Damage,Spell Healing,Nature Damage,Frost Damage,Fire Damage,Phys Hit,Spell Hit,Phys Crit,Spell Crit,Dagger Skill,Mace Skill,Axe Skill,Two-hand Mace Skill,Two-hand Axe Skill,Staff Skill,Melee Haste,Spell Haste,Mp5,Hp5,Spell Pen,Defense,Dodge,Parry,Block,Block Value,Arcane Resistance,Fire Resistance,Nature Resistance,Frost Resistance,Shadow Resistance
Fortified Cloak of Stamina,,,,,16,,,,,18,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortified Cloak of Strength,,,,,16,,,,,18,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortified Cloak of the Bear,,,,,16,,,,,18,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortified Cloak of the Boar,,,,,16,,,,,18,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortified Cloak of the Eagle,,,,,16,,,,,18,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortified Cloak of the Gorilla,,,,,16,,,,,18,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortified Cloak of the Monkey,,,,,16,,,,,18,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortified Cloak of the Tiger,,,,,16,,,,,18,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortified Cloak of the Whale,,,,,16,,,,,18,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortified Shield of Agility,,,,,14,,,,,495,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Fortified Shield of Blocking,,,,,14,,,,,495,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Fortified Shield of Defense,,,,,14,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Fortified Shield of Stamina,,,,,14,,,,,495,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Fortified Shield of Strength,,,,,14,,,,,495,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Fortified Shield of the Bear,,,,,14,,,,,495,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Fortified Shield of the Boar,,,,,14,,,,,495,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Fortified Shield of the Gorilla,,,,,14,,,,,495,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Fortified Shield of the Monkey,,,,,14,,,,,495,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Fortified Shield of the Tiger,,,,,14,,,,,495,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Frayed Chestnut Mantle,,,,,3,,,,,30,,,,,2,6,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frostmane Scepter,,,,,21,,2.2,9,17,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvanic Icon,,,1,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaze Dreamer Leggings,,,,,7,,,,,43,,,,,6,9,9,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaze Dreamer Pants,,,,,7,,,,,36,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghamoo-ra's Bind,,,,,6,,,,,22,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghamoo-ra's Cinch,,,,,6,,,,,27,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghastly Trousers,,,,,7,,,,,28,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghostly Mantle,,,,,3,,,,,31,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghoul Fingers,,,,,10,,,,,48,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Tarantula Fang,,,,,13,,1.4,7,14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girdle of Nobility,,,,,6,,,,,18,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girdle of the Blindwatcher,,,,,6,,,,,49,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glimmering Cloak,,,,,16,,,,,21,,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloomshroud Armor,,,,,5,,,,,94,,,5,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloves of Meditation,,,,,10,,,,,25,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloves of the Fang,,,,,10,,,,,47,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloves of the Moon,,,,,10,,,,,48,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glowing Fetish Amulet,,,,,2,,,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glowing Green Talisman,,,,,2,,,,,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glowing Leather Bands,,,,,9,,,,,45,,,,,,,6,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glowing Leather Bracers,,,,,9,,,,,40,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glowing Lizardscale Cloak,,,,,16,,,,,20,,,,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glowing Thresher Cape,,,,,16,,,,,23,,,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnarled Hermit's Staff,,,,,17,,2.8,28,42,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnoll Casting Gloves,,,,,10,,,,,22,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnoll Punisher,,,,,21,,2.4,14,27,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnoll Skull Basher,,,,,21,,2.7,18,34,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnoll War Harness,,,,,5,,,,,70,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Agility,,,,,11,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Arcane Resistance,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,
Gnomeregan Band of Concentration,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Eluding,,,,,11,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,,,,,
Gnomeregan Band of Fire Resistance,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
Gnomeregan Band of Intellect,,,,,11,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Nature Resistance,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Gnomeregan Band of Regeneration,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Shadow Resistance,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Gnomeregan Band of Spirit,,,,,11,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Stamina,,,,,11,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of Strength,,,,,11,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Bear,,,,,11,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Boar,,,,,11,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Eagle,,,,,11,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Falcon,,,,,11,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Gorilla,,,,,11,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Monkey,,,,,11,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Owl,,,,,11,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Tiger,,,,,11,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Whale,,,,,11,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomeregan Band of the Wolf,,,,,11,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Screwdriver,,,,,13,,1.4,8,17,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin Smasher,,,,,17,,3.1,20,31,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold-flecked Gloves,,,,,10,,,,,22,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold-plated Buckler,,,,,14,,,,,471,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grassland Sash,,,,,6,,,,,19,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray Woolen Robe,,,,,20,,,,,35,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grayson's Torch,,,,,23,,,,,15,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greasy Tinker's Pants,,,,,7,,,,,65,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greater Adept's Robe,,,,,20,,,,,37,,,,,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Carapace Shield,,,,,14,,,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,4,,
Green Woolen Robe,,,,,20,,,,,32,,,,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of Arcane Wrath,,,,,9,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of Fiery Wrath,,,,,9,,,,,15,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of Frozen Wrath,,,,,9,,,,,15,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of Healing,,,,,9,,,,,15,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of Intellect,,,,,9,,,,,15,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of Shadow Wrath,,,,,9,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of Spirit,,,,,9,,,,,15,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of Stamina,,,,,9,,,,,15,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of the Eagle,,,,,9,,,,,15,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of the Owl,,,,,9,,,,,15,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Bracers of the Whale,,,,,9,,,,,15,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of Arcane Wrath,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of Fiery Wrath,,,,,23,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of Frozen Wrath,,,,,23,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of Healing,,,,,23,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of Intellect,,,,,23,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of Shadow Wrath,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of Spirit,,,,,23,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of the Eagle,,,,,23,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of the Falcon,,,,,23,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of the Owl,,,,,23,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of the Whale,,,,,23,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Branch of the Wolf,,,,,23,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of Arcane Wrath,,,,,16,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of Fiery Wrath,,,,,16,,,,,17,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of Frozen Wrath,,,,,16,,,,,17,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of Healing,,,,,16,,,,,17,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of Intellect,,,,,16,,,,,17,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of Shadow Wrath,,,,,16,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of Spirit,,,,,16,,,,,17,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of Stamina,,,,,16,,,,,17,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of the Eagle,,,,,16,,,,,17,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of the Owl,,,,,16,,,,,17,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Cloak of the Whale,,,,,16,,,,,17,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Gloves,,,,,10,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Leggings,,,,,7,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Mantle,,,,,3,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Robe,,,,,20,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Sandals,,,,,8,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Sash,,,,,6,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Vest,,,,,5,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimclaw,,,,,13,,2,22,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimsteel Cape,,,,,16,,,,,23,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzled Boots,,,,,8,,,,,63,,,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Buckler of Arcane Wrath,,,,,14,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of Fiery Wrath,,,,,14,,,,,274,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of Frozen Wrath,,,,,14,,,,,274,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of Healing,,,,,14,,,,,274,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of Holy Wrath,,,,,14,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of Intellect,,,,,14,,,,,274,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of Shadow Wrath,,,,,14,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of Spirit,,,,,14,,,,,274,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of the Eagle,,,,,14,,,,,274,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of the Falcon,,,,,14,,,,,274,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of the Owl,,,,,14,,,,,274,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of the Whale,,,,,14,,,,,274,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Buckler of the Wolf,,,,,14,,,,,274,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
Grizzly Jerkin of Agility,,,,,5,,,,,71,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Intellect,,,,,5,,,,,71,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Nature's Wrath,,,,,5,,,,,71,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Power,,,,,5,,,,,71,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Spirit,,,,,5,,,,,71,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Stamina,,,,,5,,,,,71,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Eagle,,,,,5,,,,,71,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Falcon,,,,,5,,,,,71,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Monkey,,,,,5,,,,,71,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Owl,,,,,5,,,,,71,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Whale,,,,,5,,,,,71,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Wolf,,,,,5,,,,,71,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of Agility,,,,,7,,,,,60,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of Arcane Wrath,,,,,7,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of Healing,,,,,7,,,,,60,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of Power,,,,,7,,,,,60,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of Spirit,,,,,7,,,,,60,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of the Bear,,,,,7,,,,,60,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of the Eagle,,,,,7,,,,,60,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of the Falcon,,,,,7,,,,,60,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of the Gorilla,,,,,7,,,,,60,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of the Monkey,,,,,7,,,,,60,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of the Owl,,,,,7,,,,,60,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of the Whale,,,,,7,,,,,60,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Pants of the Wolf,,,,,7,,,,,60,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt Axe,,,,,13,,2.3,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt Vest,,,,,5,,,,,36,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of Defense,,,,,16,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of Healing,,,,,16,,,,,16,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of Stamina,,,,,16,,,,,16,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of Strength,,,,,16,,,,,16,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of the Bear,,,,,16,,,,,16,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of the Boar,,,,,16,,,,,16,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of the Eagle,,,,,16,,,,,16,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of the Gorilla,,,,,16,,,,,16,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of the Monkey,,,,,16,,,,,16,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of the Tiger,,,,,16,,,,,16,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Cape of the Whale,,,,,16,,,,,16,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt's Shield of Agility,,,,,14,,,,,478,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grunt's Shield of Blocking,,,,,14,,,,,478,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grunt's Shield of Defense,,,,,14,,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grunt's Shield of Stamina,,,,,14,,,,,478,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grunt's Shield of Strength,,,,,14,,,,,478,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grunt's Shield of the Bear,,,,,14,,,,,478,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grunt's Shield of the Boar,,,,,14,,,,,478,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grunt's Shield of the Gorilla,,,,,14,,,,,478,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grunt's Shield of the Monkey,,,,,14,,,,,478,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Grunt's Shield of the Tiger,,,,,14,,,,,478,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Guardian Buckler,,,,,14,,,,,495,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Guardsman Belt,,,,,6,,,,,47,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillotine Axe,,,,,21,,2.7,28,53,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gusting Wind,,,,,22,,1.4,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Buckler of Agility,,,,,14,,,,,239,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Buckler of Blocking,,,,,14,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Buckler of Defense,,,,,14,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Buckler of Stamina,,,,,14,,,,,239,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Buckler of Strength,,,,,14,,,,,239,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Buckler of the Bear,,,,,14,,,,,239,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Buckler of the Boar,,,,,14,,,,,239,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Buckler of the Gorilla,,,,,14,,,,,239,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Buckler of the Monkey,,,,,14,,,,,239,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Buckler of the Tiger,,,,,14,,,,,239,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
Gypsy Trousers of Agility,,,,,7,,,,,60,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Trousers of Arcane Wrath,,,,,7,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Trousers of Healing,,,,,7,,,,,60,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Trousers of Power,,,,,7,,,,,60,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Trousers of Spirit,,,,,7,,,,,60,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Trousers of the Bear,,,,,7,,,,,60,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Trousers of the Eagle,,,,,7,,,,,60,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Trousers of the Falcon,,,,,7,,,,,60,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
